search_id,click_datetime,click_cause,click_rank,document_source,document_title,document_author,document_id
d6ae5f76-6e24-4453-b61c-54091b08ea60,2017-04-17 17:24:39.021,documentOpen,1,Confluence - Developers,Installing Coveo for Sitecore,author_389,bCayqwOcP2w9r60R
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:36:27.104,documentQuickview,1,Web Scraper - AnswersCloud,coveo for sitecore only indexes fallback language but not other languages,author_365,XGbvItAom8IJm0dz
7348203b-5a79-4cf6-bdcc-ce571de36f96,2017-04-17 17:36:28.734,documentOpen,1,ohces65en,Connectors,author_289,kUpr4bByjPu/V0F0
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:36:42.55,documentQuickview,2,Web Scraper - AnswersCloud,Customizing Coveo for Sitecore search to add virtual language versions,author_550,9FMt6aInAHnUyjKH
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:37:06.014,documentQuickview,7,Web Scraper - AnswersCloud,Sitecore Reference Field Mapping based on the language,author_149,nrYbYHt4Kmo2cmrr
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:37:18.384,documentQuickview,8,Web Scraper - AnswersCloud,Coveo - Indexing not happening for the sitecore items other than language english.,author_63,HNpAbUpyw8zA8FD5
e1d9d931-a5c2-43eb-90e9-a49d9d77de3f,2017-04-17 17:39:41.072,documentOpen,1,Web Scraper - AnswersCloud,Problem adding custom field,author_293,sBaTWL6sxxRQI829
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:41:43.875,documentQuickview,11,Web Scraper - AnswersCloud,Default Language for seach,author_151,2TivGsQXmqtR35n0
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:41:54.191,documentQuickview,14,Web Scraper - AnswersCloud,Filter by languages by using coveo component,author_194,rBO3qv82jYHC5iU9
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:42:30.954,documentQuickview,7,Web Scraper - AnswersCloud,Sitecore Reference Field Mapping based on the language,author_149,nrYbYHt4Kmo2cmrr
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:42:31.009,documentQuickview,7,Web Scraper - AnswersCloud,Sitecore Reference Field Mapping based on the language,author_149,nrYbYHt4Kmo2cmrr
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:42:38.735,documentQuickview,8,Web Scraper - AnswersCloud,Coveo - Indexing not happening for the sitecore items other than language english.,author_63,HNpAbUpyw8zA8FD5
cbbd32f7-6679-4b05-9f11-4f40356fa3d7,2017-04-17 17:42:38.797,documentQuickview,8,Web Scraper - AnswersCloud,Coveo - Indexing not happening for the sitecore items other than language english.,author_63,HNpAbUpyw8zA8FD5
e5a338e2-a4f2-46ff-bc28-30afef589ac7,2017-04-17 17:57:07.696,documentOpen,4,Web - JsSearchRef,Analytics | Coveo JavaScript Search Framework - Reference Documentation,,bPhhuPbhIAsrhMqQ
3b21c1b4-fb88-43cf-a361-17be1d14b06d,2017-04-17 18:04:02.168,documentOpen,1,ohces70en,Modifying Hidden Sitemap Source Parameters,author_289,BCfQBaVjiwvRLS5O
8c48652f-e7da-459f-9e76-714814e23784,2017-04-17 18:09:01.38,documentOpen,1,Web Scraper - AnswersCloud,RabbitMQ - None of the specified endpoints were reachable,author_277,VA6l8exjGG9pkbUF
8c48652f-e7da-459f-9e76-714814e23784,2017-04-17 18:09:04.20,documentOpen,2,Web Scraper - AnswersCloud,RabbitMQ: None of the specified endpoints were reachable,author_539,Y7q7n5/Or8ATpIBN
139eb765-597b-4132-aa05-43bd4e045000,2017-04-17 18:16:40.754,documentOpen,2,Web - JsSearchRef,Recommendation | Coveo JavaScript Search Framework - Reference Documentation,,Y+wBNQrrHOeiuxtX
7d5b0ade-efb4-4786-80d0-72d4c50c7e42,2017-04-17 18:17:33.998,documentOpen,1,Web - JsSearchRef,TemplateLoader | Coveo JavaScript Search Framework - Reference Documentation,,Ea42UR+6sqOPho5M
139eb765-597b-4132-aa05-43bd4e045000,2017-04-17 18:17:52.782,documentOpen,2,Web - JsSearchRef,Recommendation | Coveo JavaScript Search Framework - Reference Documentation,,Y+wBNQrrHOeiuxtX
7d5b0ade-efb4-4786-80d0-72d4c50c7e42,2017-04-17 18:18:30.357,documentOpen,2,Web - JsSearchRef,ResultLink | Coveo JavaScript Search Framework - Reference Documentation,,VMx2V22ymPFWis7l
7d5b0ade-efb4-4786-80d0-72d4c50c7e42,2017-04-17 18:18:33.124,documentOpen,4,Web - JsSearchRef,OmniboxResultList | Coveo JavaScript Search Framework - Reference Documentation,,jbAsAutWushH06aX
b16f416b-d761-4a4c-a96e-ee0b3bda2d6f,2017-04-17 18:19:28.567,documentOpen,4,Confluence - Developers,Search Interfaces and Skins,author_339,GfegwbTJhJtevZci
168eb400-6563-443f-be46-229a373839c4,2017-04-17 18:26:49.079,documentOpen,3,Confluence - Developers,Missing Valid xDB License,author_389,P/kRNEIHwkzHYF82
cd68bf00-b145-490a-a96a-ba744838357c,2017-04-17 18:50:54.188,documentOpen,5,Confluence - Developers,Upgrade Procedures for Coveo for Sitecore 4.0 Previous Releases,author_389,i3dt7jvEca01KhKN
597b014e-843a-42e6-8922-34194b48826d,2017-04-17 18:52:34.367,documentOpen,1,ohclouden,Adding Fields to a Source,author_289,woIrby5CotQ0duLA
890257b2-2b50-41fd-a75c-b92fca4f5fdf,2017-04-17 19:05:13.852,documentOpen,10,Confluence - Developers,'CES Server must be upgraded before upgrading the slice or mirror' Error,author_74,dpkA3M6oK1oMd8fE
859779d6-87d8-484b-bd5f-56431b7d4c33,2017-04-17 19:05:42.243,documentOpen,1,Confluence - Developers,How to Load Balance Queries using CES Mirror and Coveo for Sitecore,author_278,SzeSs6z3QchvH8b8
859779d6-87d8-484b-bd5f-56431b7d4c33,2017-04-17 19:05:45.841,documentOpen,2,Confluence - Developers,Installing the Coveo REST Search API package,author_308,JcsGXRwVb3Q8jj84
97936131-d0f6-4f0a-8f5c-06efd48a50b2,2017-04-17 19:17:09.643,documentOpen,1,Confluence - Developers,Implementing and Configuring a Computed Field in Your Index,author_389,Td48DnyrAofrPHmt
3a8cd994-1965-4528-abf4-a03c9a551acf,2017-04-17 19:18:28.617,documentOpen,1,Confluence - Developers,Understanding the Indexing and Search Pipelines,author_389,NeQbM0g2qtWlMuVv
99364525-4a7e-4052-9248-ba3b422b5bf7,2017-04-17 19:36:27.559,documentOpen,1,Confluence - Developers,What Is Coveo for Sitecore?,author_244,Qx9neBOGQCQrraxf
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:39:13.027,documentQuickview,1,Confluence - Developers,Publishing Multi-Language Sitecore Items Leads to a Large Amount of Files Being Indexed,author_308,6rThkIl9uutG0aYM
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:39:40.382,documentQuickview,8,Confluence - Developers,Creating Custom Filtering Rule Conditions in Sitecore,author_389,rpANkukwNxrLazyH
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:39:54.325,documentQuickview,13,Confluence - Developers,Adding Processors to Indexing and Search Pipelines,author_512,vNZQqu4Y1+IX+Nk9
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:40:20.056,documentQuickview,18,Confluence - Developers,Understanding the Indexing and Search Pipelines,author_105,0GTv3rJBjSg7lhQO
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:07.942,documentQuickview,2,Confluence - Developers,Items in Different Languages Are Not Automatically Indexed or Updated When Language Fallback Is Enabled,author_389,iP/gT5hDlLfv69yL
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:07.997,documentQuickview,2,Confluence - Developers,Items in Different Languages Are Not Automatically Indexed or Updated When Language Fallback Is Enabled,author_389,iP/gT5hDlLfv69yL
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:31.955,documentQuickview,4,Confluence - Developers,Using the Sitecore LinkManager to Resolve URIs in a Coveo Search Page,author_389,9Z1+fHq6kQVmptCW
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:32.015,documentQuickview,4,Confluence - Developers,Using the Sitecore LinkManager to Resolve URIs in a Coveo Search Page,author_389,9Z1+fHq6kQVmptCW
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:54.151,documentQuickview,5,Confluence - Developers,Managing Top Result Items in Sitecore,author_389,HfyfRDB1xPKJaLo0
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:41:54.212,documentQuickview,5,Confluence - Developers,Managing Top Result Items in Sitecore,author_389,HfyfRDB1xPKJaLo0
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:42:05.901,documentQuickview,8,Confluence - Developers,Creating Custom Filtering Rule Conditions in Sitecore,author_389,rpANkukwNxrLazyH
3d23f39b-b3dd-43c4-83fd-5d376ff35592,2017-04-17 19:42:05.961,documentQuickview,8,Confluence - Developers,Creating Custom Filtering Rule Conditions in Sitecore,author_389,rpANkukwNxrLazyH
b408ee9e-6872-4cf9-baef-fb63c4acb1e8,2017-04-17 19:46:17.863,documentOpen,7,Web Scraper - AnswersCloud,Installation of Coveo for Sitecore with CES on remote server,author_123,i3hHHqaHF3uQeLAo
d7134957-a23a-4df2-b4c4-0197810ce090,2017-04-17 19:46:57.641,documentOpen,1,ohclouden,Managing Coveo Machine Learning Automatic Relevance Tuning in a Query Pipeline,author_289,F68kKLc0iajXHazO
99a53db3-c587-4ce0-a9a1-dc4df7686e14,2017-04-17 20:01:10.49,documentOpen,6,ohclouden,Adding Fields to a Source,author_289,woIrby5CotQ0duLA
a82f9053-9ccb-45df-a894-c0fcbc1fe610,2017-04-17 20:41:33.356,documentOpen,1,ohces70en,Coveo for Sitecore,author_289,AQs4JM0X84m0XGzO
fa2fe643-82fa-47d6-950b-1b0b201f4883,2017-04-17 20:43:08.678,documentOpen,2,Confluence - Developers,Mapping Targets,author_389,U59+7oOQBFYKUYsV
fa2fe643-82fa-47d6-950b-1b0b201f4883,2017-04-17 20:43:59.003,documentOpen,3,Confluence - Developers,LINQ QueryResults Example - Putting it All Together,author_389,lOmjXhvk8sFbcOlC
450d5cf5-24ab-4e98-a5a6-2eb9635d2a2e,2017-04-17 20:45:40.559,documentOpen,1,ohces70fr,Installation du plug-in Coveo dans votre serveur Jive,author_289,Bf3orCF9fGODlsfO
cb92b698-545b-4f1f-a29d-df84f93c6633,2017-04-17 20:48:44.096,documentOpen,1,ohces70en,Jive Connector Requirements,author_289,jiap1Ay3QOVx+GLl
c6c16403-40bd-44b4-ae99-98d16991458f,2017-04-17 20:48:55.824,documentOpen,1,Confluence - Developers,Step 4 - Modifying the Query,author_244,ptbzESKOrhCm7XeG
8f54ff4b-a44c-447b-a990-2cd255b15668,2017-04-17 20:51:01.779,documentOpen,3,ohclouden,Applying an Extension to a Source,author_289,iBVeFfqsPsnlg5BB
8f54ff4b-a44c-447b-a990-2cd255b15668,2017-04-17 20:51:04.542,documentOpen,1,ohclouden,Add/Edit Mapping,author_289,yJP6B9ShmxvCO8aL
467df2dc-e6e7-40b4-ae84-f4bbce2dceb8,2017-04-17 20:52:00.552,documentOpen,2,ohces70en,Coveo Platform Connectors,author_289,Qzl6qPuTEfg6KJE8
3eb909dd-f6b5-47fa-8857-a88912454cf3,2017-04-17 20:54:22.103,documentOpen,2,ohclouden,Adding a Jive Cloud Source,author_289,hLjyvHpVrNQ7nJYK
99824bfc-c3cd-45a2-94ae-39d97fe157d4,2017-04-17 21:38:41.669,documentOpen,1,Confluence - Developers,Installing Coveo for Sitecore,author_366,vvE+pJgfkbLUQgr3
e807b656-7f02-4c23-8a6a-bc8848cfb591,2017-04-18 00:23:06.528,documentOpen,2,Confluence - Developers,Troubleshooting a Blank Quick View in Coveo for Sitecore With the HTML Content Processor,author_308,kpYaK/ITbRnnTdoV
e807b656-7f02-4c23-8a6a-bc8848cfb591,2017-04-18 00:23:13.064,documentOpen,1,Confluence - Developers,Indexing Documents with HTML Content Processor,author_389,MaohY4yitPXkRML8
0e6811d4-d65d-4486-bad5-ba633b51a981,2017-04-18 00:31:58.698,documentOpen,2,Web Scraper - AnswersCloud,Error in Sitecore_analytics_index (lucene) when crawling due to Coveo default processor,author_170,L3/wgYZKJUEORsVM
9349543d-a5d4-4633-b515-a3df57e1470c,2017-04-18 02:46:01.056,documentOpen,2,ohclouden,Usage Analytics Metrics,author_289,DxyMsagyfNpI0kwL
6723496e-3354-4279-b262-3bb8dab4c31b,2017-04-18 02:48:07.119,documentOpen,1,Confluence - Developers,Coveo for Sitecore 3.0.532 Documentation.pdf,author_399,Nm7r420UbSiO68ti
0066bf3c-3285-42d1-8982-4dd4b60e90cc,2017-04-18 03:34:31.626,documentOpen,1,ohclouden,Using Wildcards in Queries,author_289,sYXlCNpwLEiS9Yge
f0ad1c1f-b22f-46f1-93a6-4b49b3e3a456,2017-04-18 03:36:51.736,documentOpen,3,ohclouden,Troubleshooting Search Implementation Issues With Usage Analytics,author_289,HLEz9QPp9hgiR/k0
f0ad1c1f-b22f-46f1-93a6-4b49b3e3a456,2017-04-18 03:37:08.972,documentOpen,6,ohclouden,Coveo Cloud Resolved Issues,author_289,gRSgO0HJIIKmhbMU
9b99da96-01b2-4778-b1de-4799b2e97b3f,2017-04-18 04:16:13.364,documentOpen,1,Web Scraper - AnswersCloud,REST Endpoint : The remote server returned an error: (503) Server Unavailable.,author_102,TY+mRc95TlLUo7h9
231b0e4c-2308-44bc-a662-ea88def7d976,2017-04-18 04:43:57.338,documentOpen,1,ohclouden,Reviewing and Managing Usage Analytics Explorers,author_289,6TYolS5hZP0RZw3s
